Price,Address,Size,Rooms
 29.9 M Ft ," Baross utca, XX. kerület", 62 m² terület, 1 + 2 fél szoba
 32.9 M Ft ," Wekerletelep, XIX. kerület", 44 m² terület, 2 szoba
 23.5 M Ft ," Ady Endre utca, XX. kerület", 49 m² terület, 2 szoba
 20.4 M Ft ," Erzsébetfalva, XX. kerület", 37 m² terület, 1 szoba
 13.9 M Ft ," Szabó Ervin utca 18, XIX. kerület", 29 m² terület, 1 szoba
 34.9 M Ft ," Batthyány utca, XIX. kerület", 65 m² terület, 1 + 2 fél szoba
 19.8 M Ft ," Vas Gereben utca, XX. kerület", 39 m² terület, 1 + 1 fél szoba
 16.69 M Ft ," Újpest, IV. kerület", 29 m² terület, 1 szoba
 23.9 M Ft ," Perényi Zsigmond utca, IV. kerület", 39 m² terület, 1 szoba
 24.9 M Ft ," Erzsébetfalva, XX. kerület", 64 m² terület, 3 szoba
 20.5 M Ft ," Újpest, IV. kerület", 30 m² terület, 1 szoba
 35.9 M Ft ," Vizafogó-lakótelep, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 13.48 M Ft ," Erzsébetfalva, XX. kerület", 34 m² terület, 1 szoba
 32.8 M Ft ," Felka utca 4, XIII. kerület", 31 m² terület, 1 szoba
 34.72 M Ft ," Angyalföld, XIII. kerület", 45 m² terület, 2 szoba
 14.9 M Ft ," Istvántelek, IV. kerület", 29 m² terület, 1 szoba
 23.9 M Ft ," Hajdú köz, XIII. kerület", 37 m² terület, 1 szoba
 26.9 M Ft ," Árpád út, IV. kerület", 60 m² terület, 3 szoba
 30 M Ft ," Kassai utca, IV. kerület", 50 m² terület, 2 szoba
 27 M Ft ," Garibaldi utca, V. kerület", 27 m² terület, 1 szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 52 m² terület, 1 + 1 fél szoba
 36 M Ft ," Párkány utca 14, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 24.99 M Ft ," Forgách utca 32, XIII. kerület", 32 m² terület, 1 szoba
 31.5 M Ft ," Katona József utca, XIII. kerület", 41 m² terület, 1 szoba
 36.9 M Ft ," Tél utca, IV. kerület", 67 m² terület, 4 szoba
 18 M Ft ," Attila utca, IV. kerület", 35 m² terület, 1 szoba
 36.9 M Ft ," Kassai utca, IV. kerület", 75 m² terület, 2 + 1 fél szoba
 30 M Ft ," Kosárfonó utca, XIX. kerület", 60 m² terület, 1 + 2 fél szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 57 m² terület, 3 szoba
 35.9 M Ft ," Megyer – Nagyváradi liget lakópark, IV. kerület", 60 m² terület, 2 + 1 fél szoba
 27.9 M Ft ," Újpest, IV. kerület", 53 m² terület, 2 + 1 fél szoba
 16.5 M Ft ," Corvin körút, XIX. kerület", 33 m² terület, 1 szoba
 36.7 M Ft ," Kassák Lajos utca 69-71, XIII. kerület", 40 m² terület, 1 szoba
 31.5 M Ft ," Kós Károly tér, XIX. kerület", 53 m² terület, 2 szoba
 19.9 M Ft ," Gyöngyösi utca 4, XIII. kerület", 40 m² terület, 1 szoba
 28.5 M Ft ," Kis Gömb utca, XIII. kerület", 67 m² terület, 1 szoba
 36 M Ft ," Dagály utca, XIII. kerület", 56 m² terület, 2 szoba
 14.3 M Ft ," Aradi utca, IV. kerület", 25 m² terület, 1 szoba
 37.9 M Ft ," Pannónia utca, XIII. kerület", 48 m² terület, 2 szoba
 32 M Ft ," Kossuthfalva, XX. kerület", 74 m² terület, 2 szoba
 32.5 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 18 M Ft ," Erzsébetfalva, XX. kerület", 31 m² terület, 1 szoba
 26.9 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 24.2 M Ft ," Kassák Lajos utca, XIII. kerület", 32 m² terület, 1 szoba
 18.9 M Ft ," Jász utca, XIII. kerület", 25 m² terület, 1 szoba
 18.9 M Ft ," Róbert Károly körút, XIII. kerület", 26 m² terület, 1 szoba
 27.7 M Ft ," Reitter Ferenc utca, XIII. kerület", 49 m² terület, 2 szoba
 27.5 M Ft ," Zoltán utca, XIX. kerület", 41 m² terület, 2 szoba
 20.5 M Ft ," Nagysándor József utca, XX. kerület", 70 m² terület, 2 + 1 fél szoba
 29.9 M Ft ," Kispesti lakótelep, XIX. kerület", 68 m² terület, 2 + 2 fél szoba
 36.3 M Ft ," Angyalföld, XIII. kerület", 48 m² terület, 1 + 1 fél szoba
 36.9 M Ft ," Angyalföldi út 37, XIII. kerület", 56 m² terület, 2 szoba
 31.9 M Ft ," Lehel utca, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 25.9 M Ft ," Gubacsipuszta, XX. kerület", 51 m² terület, 2 szoba
 27.9 M Ft ," Felsőkispest, XIX. kerület", 54 m² terület, 2 szoba
 29.7 M Ft ," Garam utca, XIII. kerület", 36 m² terület, 1 szoba
 27.3 M Ft ," Szent László út, XIII. kerület", 53 m² terület, 1 + 2 fél szoba
 25.5 M Ft ," Tátra tér, XX. kerület", 54 m² terület, 2 szoba
 32.9 M Ft ," Erzsébet utca, IV. kerület", 71 m² terület, 2 + 1 fél szoba
 17.9 M Ft ," Erzsébetfalva, XX. kerület", 38 m² terület, 1 szoba
 31.9 M Ft ," Visegrádi utca, XIII. kerület", 41 m² terület, 1 szoba
 35.9 M Ft ," Lehel utca, XIII. kerület", 58 m² terület, 1 + 1 fél szoba
 35.9 M Ft ," Párkány utca, XIII. kerület", 60 m² terület, 1 + 2 fél szoba
 26.6 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 23.4 M Ft ," Baross utca, XX. kerület", 51 m² terület, 1 + 2 fél szoba
 26.9 M Ft ," Kispest-Óváros, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 26.9 M Ft ," Újpesti lakótelep, IV. kerület", 53 m² terület, 2 + 1 fél szoba
 16.9 M Ft ," Erzsébetfalva, XX. kerület", 34 m² terület, 1 szoba
 26.6 M Ft ," Újpest-Központ, IV. kerület", 53 m² terület, 3 szoba
 29.8 M Ft ," Kispesti lakótelep, XIX. kerület", 67 m² terület, 3 szoba
 28.5 M Ft ," Forgách utca, XIII. kerület", 32 m² terület, 1 szoba
 13.49 M Ft ," Erzsébetfalva, XX. kerület", 33 m² terület, 1 szoba
 20.9 M Ft ," Vízisport utca, XX. kerület", 34 m² terület, 1 szoba
 23.49 M Ft ," Üteg utca, XIII. kerület", 31 m² terület, 1 szoba
 33.9 M Ft ," Berda József utca, IV. kerület", 71 m² terület, 2 + 1 fél szoba
 31.9 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 31 M Ft ," Angyalföld, XIII. kerület", 46 m² terület, 1 szoba
 31.5 M Ft ," Megyer – Izzó lakótelep, IV. kerület", 49 m² terület, 1 + 1 fél szoba
 34.8 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 64 m² terület, 2 + 1 fél szoba
 26.8 M Ft ," Nyár utca, IV. kerület", 35 m² terület, 2 szoba
 31.5 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 67 m² terület, 3 szoba
 33.99 M Ft ," Vizafogó-lakótelep, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 18.5 M Ft ," Újpest, IV. kerület", 39 m² terület, 1 szoba
 16.7 M Ft ," Irányi Dániel utca, IV. kerület", 29 m² terület, 1 szoba
 32.9 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 17.9 M Ft ," Topánka utca, XX. kerület", 36 m² terület, 1 szoba
 26.9 M Ft ," Vécsey utca, XIX. kerület", 52 m² terület, 1 + 2 fél szoba
 28.9 M Ft ," Káposztásmegyer I. lakótelep, IV. kerület", 40 m² terület, 1 szoba
 33.5 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 57 m² terület, 1 + 2 fél szoba
 29.9 M Ft ," Kispest, XIX. kerület", 48 m² terület, 1 + 1 fél szoba
 28.5 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 28.1 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 2 szoba
 34.6 M Ft ," Vizafogó, XIII. kerület", 40 m² terület, 2 szoba
 25.9 M Ft ," Pozsonyi utca, IV. kerület", 46 m² terület, 1 + 1 fél szoba
 35.9 M Ft ," Vizafogó-lakótelep, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 34 M Ft ," Béke utca, XIII. kerület", 53 m² terület, 2 szoba
 13.9 M Ft ," Kassák Lajos utca, XIII. kerület", 24 m² terület, 1 szoba
 37.9 M Ft ," Kerekes utca, XIII. kerület", 50 m² terület, 1 + 1 fél szoba
 20.99 M Ft ," Dráva utca, XIII. kerület", 30 m² terület, 1 szoba
 27.9 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 2 szoba
 25.9 M Ft ," Nagykőrösi út, XIX. kerület", 44 m² terület, 2 + 1 fél szoba
 29.99 M Ft ," Hunyadi utca, XIX. kerület", 57 m² terület, 1 + 2 fél szoba
 19.7 M Ft ," Alsóteleki utca, XX. kerület", 34 m² terület, 1 szoba
 19.9 M Ft ," Újpest, IV. kerület", 29 m² terület, 1 szoba
 26.5 M Ft ," Vármegye utca 15., V. kerület", 15 m² terület, 1 + 1 fél szoba
 31.3 M Ft ," Petneházy utca, XIII. kerület", 49 m² terület, 2 szoba
 37.5 M Ft ," Újpest, IV. kerület", 81 m² terület, 2 + 2 fél szoba
 31.5 M Ft ," Dobó Katica utca, XIX. kerület", 62 m² terület, 2 + 1 fél szoba
 23.5 M Ft ," Reitter Ferenc utca, XIII. kerület", 30 m² terület, 1 szoba
 20.5 M Ft ," Újpest-Kertváros, IV. kerület", 35 m² terület, 1 szoba
 21.9 M Ft ," Liget utca, XX. kerület", 17 m² terület, 1 szoba
 31 M Ft ," Gyöngyösi utca, XIII. kerület", 44 m² terület, 1 szoba
 27.5 M Ft ," Vizafogó, XIII. kerület", 56 m² terület, 2 szoba
 30.99 M Ft ," Rózsa utca, IV. kerület", 54 m² terület, 2 szoba
 22.9 M Ft ," Angyalföld, XIII. kerület", 25 m² terület, 1 szoba
 19.9 M Ft ," Jász utca, XIII. kerület", 26 m² terület, 1 szoba
 33.5 M Ft ," Wekerletelep, XIX. kerület", 52 m² terület, 2 szoba
 36 M Ft ," Vizafogó-lakótelep, XIII. kerület", 58 m² terület, 3 szoba
 35.9 M Ft ," Kispest, XIX. kerület", 52 m² terület, 2 + 1 fél szoba
 19.9 M Ft ," Határ út, XX. kerület", 35 m² terület, 1 szoba
 31.9 M Ft ," Szent László út, XIII. kerület", 30 m² terület, 1 szoba
 28.5 M Ft ," Újlipótváros, XIII. kerület", 29 m² terület, 1 szoba
 29.9 M Ft ," Visegrádi utca, XIII. kerület", 42 m² terület, 1 szoba
 24.9 M Ft ," Szegedi út, XIII. kerület", 36 m² terület, 1 szoba
 25.6 M Ft ," Pap Károly utca, XIII. kerület", 29 m² terület, 1 + 1 fél szoba
 29.9 M Ft ," Eperjes utca, XX. kerület", 59 m² terület, 1 + 1 fél szoba
 36.9 M Ft ," Vizafogó sétány, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 26.9 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 2 szoba
 25.99 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 49 m² terület, 1 + 1 fél szoba
 30.99 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 1 fél szoba
 31.99 M Ft ," Újlipótváros, XIII. kerület", 39 m² terület, 1 szoba
 23.9 M Ft ," Téglaégető utca, XX. kerület", 54 m² terület, 2 szoba
 25.99 M Ft ," Kispest-Óváros, XIX. kerület", 51 m² terület, 2 szoba
 29 M Ft ," Váci út, XIII. kerület", 54 m² terület, 1 + 1 fél szoba
 27.5 M Ft ," Turbina utca, XIII. kerület", 56 m² terület, 2 szoba
 25.9 M Ft ," Pozsonyi utca, IV. kerület", 56 m² terület, 1 + 2 fél szoba
 25.9 M Ft ," Kossuth Lajos utca, XX. kerület", 51 m² terület, 2 szoba
 29.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 55 m² terület, 2 szoba
 18.9 M Ft ," József Attila utca, IV. kerület", 35 m² terület, 1 szoba
 24 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 27 m² terület, 1 szoba
 23.9 M Ft ," Újpest, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 28.9 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 38 M Ft ," Csanády utca, XIII. kerület", 47 m² terület, 2 szoba
 29.7 M Ft ," Hollán Ernő utca, XIII. kerület", 43 m² terület, 2 szoba
 35.99 M Ft ," Dévai utca, XIII. kerület", 55 m² terület, 2 szoba
 23.2 M Ft ," Reitter Ferenc utca, XIII. kerület", 31 m² terület, 1 szoba
 34.4 M Ft ," Tátra utca, XIII. kerület", 37 m² terület, 1 szoba
 27.5 M Ft ," Turbina utca, XIII. kerület", 56 m² terület, 2 szoba
 19.9 M Ft ," Perényi Zsigmond utca 36, IV. kerület", 50 m² terület, 2 szoba
 20.9 M Ft ," Jókai utca, XIX. kerület", 27 m² terület, 1 szoba
 24.99 M Ft ," Béke tér, XIII. kerület", 38 m² terület, 1 szoba
 19.9 M Ft ," Jász utca, XIII. kerület", 26 m² terület, 1 szoba
 17.5 M Ft ," Tar utca, XIII. kerület", 24 m² terület, 1 szoba
 28.9 M Ft ," Lajtha László utca, XX. kerület", 58 m² terület, 2 szoba
 32 M Ft ," Mézes utca, XX. kerület", 74 m² terület, 2 szoba
 29.9 M Ft ," Tomori utca, XIII. kerület", 40 m² terület, 1 szoba
 28.8 M Ft ," Zrínyi utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 28.7 M Ft ," Forgách utca 43, XIII. kerület", 33 m² terület, 2 szoba
 37.9 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 68 m² terület, 2 szoba
 12.5 M Ft ," Pacsirtatelep, XX. kerület", 30 m² terület, 1 szoba
 16.9 M Ft ," Erzsébetfalva, XX. kerület", 32 m² terület, 1 szoba
 23.9 M Ft ," Vizafogó, XIII. kerület", 33 m² terület, 1 szoba
 32 M Ft ," Irányi Dániel utca, IV. kerület", 95 m² terület, 2 szoba
 33 M Ft ," Irányi Dániel utca, IV. kerület", 117 m² terület, 3 szoba
 11.5 M Ft ," Irányi Dániel utca, IV. kerület", 23 m² terület, 1 szoba
 37.5 M Ft ," Kartács utca, XIII. kerület", 51 m² terület, 2 szoba
 23 M Ft ," Angyalföld – Béke–Tatai utcai lakótelep, XIII. kerület", 27 m² terület, 1 szoba
 36.4 M Ft ," Wekerletelep, XIX. kerület", 47 m² terület, 2 szoba
 29.9 M Ft ," Jász utca, XIII. kerület", 55 m² terület, 2 szoba
 18.8 M Ft ," Erzsébetfalva, XX. kerület", 30 m² terület, 2 + 1 fél szoba
 31.8 M Ft ," Gyöngyösi utca, XIII. kerület", 42 m² terület, 1 + 1 fél szoba
 28.9 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 36 m² terület, 1 szoba
 24.9 M Ft ," Újpest, IV. kerület", 43 m² terület, 1 szoba
 36.5 M Ft ," Szent Imre utca, IV. kerület", 57 m² terület, 2 szoba
 36.9 M Ft ," Virág utca, IV. kerület", 71 m² terület, 2 + 1 fél szoba
 36.9 M Ft ," Babér utca 23, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 22.9 M Ft ," Újpest, IV. kerület", 30 m² terület, 0 + 2 fél szoba
 26.9 M Ft ," Újpest, IV. kerület", 45 m² terület, 1 + 1 fél szoba
 27.99 M Ft ," Dobó Katica utca, XIX. kerület", 60 m² terület, 1 + 2 fél szoba
 37.9 M Ft ," Újpest, IV. kerület", 54 m² terület, 2 szoba
 24.2 M Ft ," Kassák Lajos utca, XIII. kerület", 32 m² terület, 1 szoba
 19.7 M Ft ," Újpest-Központ, IV. kerület", 32 m² terület, 1 szoba
 20.5 M Ft ," Corvin körút, XIX. kerület", 32 m² terület, 1 szoba
 23.9 M Ft ," Káposztásmegyer II. lakótelep, IV. kerület", 36 m² terület, 1 szoba
 25 M Ft ," Berda József utca 4, IV. kerület", 37 m² terület, 1 szoba
 23.5 M Ft ," Hajdú köz, XIII. kerület", 37 m² terület, 1 szoba
 29.9 M Ft ," Lahner György utca, IV. kerület", 54 m² terület, 2 szoba
 20.3 M Ft ," Kassák Lajos utca, XIII. kerület", 24 m² terület, 1 szoba
 26.9 M Ft ," Csokonai utca, XIX. kerület", 35 m² terület, 1 + 1 fél szoba
 31 M Ft ," Megyer – Izzó lakótelep, IV. kerület", 54 m² terület, 2 szoba
 34.99 M Ft ," Lehel utca, XIX. kerület", 67 m² terület, 2 + 2 fél szoba
 20.9 M Ft ," Mészáros Lőrinc utca, XIX. kerület", 44 m² terület, 1 szoba
 26.99 M Ft ," Lajtha László utca, XX. kerület", 58 m² terület, 1 + 1 fél szoba
 35.9 M Ft ," Angyalföld – Országbíró utcai lakótelep, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 25.99 M Ft ," Kispest-Óváros, XIX. kerület", 51 m² terület, 2 szoba
 27.5 M Ft ," Forgách utca, XIII. kerület", 32 m² terület, 1 szoba
 30.99 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 1 fél szoba
 34.5 M Ft ," Béke utca, XIII. kerület", 30 m² terület, 1 szoba
 25 M Ft ," Angyalföld, XIII. kerület", 38 m² terület, 1 szoba
 37.3 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 20.5 M Ft ," Ady Endre út, XIX. kerület", 40 m² terület, 1 szoba
 29.9 M Ft ," Erzsébetfalva – Pesterzsébeti lakótelep, XX. kerület", 63 m² terület, 3 szoba
 33.25 M Ft ," Újpest, IV. kerület", 51 m² terület, 2 szoba
 20.9 M Ft ," Pacsirtatelep, XX. kerület", 33 m² terület, 2 szoba
 33.5 M Ft ," Béke utca, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 29.99 M Ft ," Visegrádi utca, XIII. kerület", 34 m² terület, 1 szoba
 27.55 M Ft ," Újlipótvárosi lakótelep, XIII. kerület", 37 m² terület, 2 + 2 fél szoba
 26.8 M Ft ," Béke utca, XIII. kerület", 56 m² terület, 2 szoba
 22.6 M Ft ," Angyalföld, XIII. kerület", 30 m² terület, 1 szoba
 36.5 M Ft ," Vécsey utca, XIX. kerület", 63 m² terület, 3 szoba
 20.77 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 29 m² terület, 1 szoba
 22.6 M Ft ," Szekszárdi utca, XIII. kerület", 30 m² terület, 1 szoba
 34.4 M Ft ," Vizafogó – Dagály utcai lakótelep, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 27.9 M Ft ," Veres Pálné utca, V. kerület", 24 m² terület, 1 szoba
 26.99 M Ft ," Pázsitos sétány, XX. kerület", 72 m² terület, 3 szoba
 19.9 M Ft ," Jáhn Ferenc utca, XIX. kerület", 27 m² terület, 1 szoba
 19.7 M Ft ," Szent Erzsébet tér, XX. kerület", 40 m² terület, 1 szoba
 31.45 M Ft ," Angyalföld – Gyöngyösi utcai lakótelep, XIII. kerület", 37 m² terület, 1 szoba
 23.7 M Ft ," Hajdú köz, XIII. kerület", 37 m² terület, 2 szoba
 32.9 M Ft ," Erzsébetfalva, XX. kerület", 60 m² terület, 2 szoba
 29.9 M Ft ," Süllő utca, XIII. kerület", 42 m² terület, 1 szoba
 34.9 M Ft ," Árpád út, IV. kerület", 70 m² terület, 2 + 2 fél szoba
 31.5 M Ft ," Váci út, XIII. kerület", 46 m² terület, 1 + 1 fél szoba
 25.9 M Ft ," Kordován tér, IV. kerület", 36 m² terület, 1 szoba
 21.9 M Ft ," Mohács utca, XIII. kerület", 25 m² terület, 1 szoba
 16.4 M Ft ," Ambrus Zoltán utca, IV. kerület", 27 m² terület, 1 szoba
 20.8 M Ft ," Újpest-Kertváros, IV. kerület", 34 m² terület, 1 szoba
 34.99 M Ft ," Csanády utca, XIII. kerület", 45 m² terület, 2 szoba
 23.5 M Ft ," Kispest, XIX. kerület", 36 m² terület, 1 szoba
 26.9 M Ft ," Gubacsipuszta, XX. kerület", 32 m² terület, 1 + 1 fél szoba
 32.9 M Ft ," Gubacsipuszta, XX. kerület", 42 m² terület, 1 + 1 fél szoba
 31.9 M Ft ," Pannónia utca, XIII. kerület", 39 m² terület, 1 szoba
 36.9 M Ft ," Tél utca, IV. kerület", 68 m² terület, 3 + 1 fél szoba
 17.6 M Ft ," József Attila utca, IV. kerület", 28 m² terület, 1 + 1 fél szoba
 28.5 M Ft ," Visegrádi utca, XIII. kerület", 35 m² terület, 1 szoba
 37 M Ft ," Tátra utca, XIII. kerület", 34 m² terület, 1 szoba
 16.5 M Ft ," Kossuth tér, XIX. kerület", 31 m² terület, 1 szoba
 21.49 M Ft ," Országbíró utca, XIII. kerület", 28 m² terület, 1 szoba
 28.2 M Ft ," Hajdú utca, XIII. kerület", 31 m² terület, 1 + 1 fél szoba
 23.9 M Ft ," Attila utca 79-83, IV. kerület", 37 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Vizafogó-lakótelep, XIII. kerület", 49 m² terület, 1 + 1 fél szoba
 30.99 M Ft ," Göncöl utca, XIII. kerület", 38 m² terület, 1 szoba
 36.9 M Ft ," Újpesti lakótelep, IV. kerület", 67 m² terület, 3 + 1 fél szoba
 29.5 M Ft ," Angyalföld – Fiastyúk utcai lakótelep, XIII. kerület", 40 m² terület, 1 szoba
 28.9 M Ft ," Újlipótváros, XIII. kerület", 44 m² terület, 2 szoba
 30.9 M Ft ," Ódry utca 16, IV. kerület", 50 m² terület, 1 + 2 fél szoba
 24.5 M Ft ," Vizafogó, XIII. kerület", 32 m² terület, 1 szoba
 31.9 M Ft ," Újlipótváros, XIII. kerület", 28 m² terület, 1 szoba
 37.9 M Ft ," Pannónia utca, XIII. kerület", 54 m² terület, 1 + 1 fél szoba
 37.6 M Ft ," Angyalföld – Országbíró utcai lakótelep, XIII. kerület", 58 m² terület, 2 szoba
 14.9 M Ft ," Kispest-Óváros, XIX. kerület", 27 m² terület, 1 szoba
 29.9 M Ft ," Fénycső utca 6, IV. kerület", 56 m² terület, 2 szoba
 31.9 M Ft ," Vizafogó, XIII. kerület", 46 m² terület, 1 + 1 fél szoba
 31.9 M Ft ," Tisza utca, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Bulcsú utca, XIII. kerület", 57 m² terület, 2 szoba
 37 M Ft ," Kassai utca, IV. kerület", 75 m² terület, 2 + 1 fél szoba
 24.99 M Ft ," Újpesti lakótelep, IV. kerület", 54 m² terület, 2 szoba
 25 M Ft ," Újpest – Pozsonyi utcai lakótelep, IV. kerület", 55 m² terület, 1 + 2 fél szoba
 22.5 M Ft ," Újpesti lakótelep, IV. kerület", 46 m² terület, 1 + 1 fél szoba
 25 M Ft ," Újpesti lakótelep, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 22.48 M Ft ," Munkásotthon utca, IV. kerület", 37 m² terület, 1 szoba
 20.9 M Ft ," Kispest-Óváros, XIX. kerület", 34 m² terület, 1 szoba
 27.7 M Ft ," Angyalföld, XIII. kerület", 35 m² terület, 1 szoba
 23 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 33 m² terület, 1 szoba
 35.9 M Ft ," Angyalföld – Országbíró utcai lakótelep, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 27.9 M Ft ," Róbert Károly körút, XIII. kerület", 46 m² terület, 1 + 1 fél szoba
 25.5 M Ft ," Rózsa utca, IV. kerület", 54 m² terület, 2 szoba
 23.5 M Ft ," Erzsébet utca, IV. kerület", 36 m² terület, 1 + 1 fél szoba
 31.9 M Ft ," Berettyó utca, XIII. kerület", 28 m² terület, 1 + 1 fél szoba
 4 M Ft ," Szent László út, XIII. kerület", 23 m² terület, 1 szoba
 31.5 M Ft ," Nagy Ignác utca, V. kerület", 32 m² terület, 1 szoba
